id,threads,time,n,O3,OpenMP,source
gemmrspwz8lqk452ynzi,3,0.020894,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.019849,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.020817,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.021088,512,1,0,gemm
gemmrspwz8lqk452ynzi,3,0.020071,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020386,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020108,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020177,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020661,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020401,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020799,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020433,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.021666,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.020687,512,1,0,gemm
gemmrspwz8lqk452ynzi,4,0.0201,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020656,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020753,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020609,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020834,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020998,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020592,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020236,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.02028,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.0208,512,1,0,gemm
gemmrspwz8lqk452ynzi,5,0.020211,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.020682,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.020397,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.021241,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.019892,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.020783,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.021245,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.022948,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.019956,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.020262,512,1,0,gemm
gemmrspwz8lqk452ynzi,6,0.020715,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.02074,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.021752,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.020857,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.021679,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.020939,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.021549,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.020838,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.019813,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.020944,512,1,0,gemm
gemmrspwz8lqk452ynzi,7,0.020706,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020345,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020702,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020711,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.019983,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020979,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020637,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020757,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020424,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020786,512,1,0,gemm
gemmrspwz8lqk452ynzi,8,0.020006,512,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.175383,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.177587,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.174124,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.174101,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.171213,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.173783,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.176559,1030,1,0,gemm
gemmrn7o359lclbbv7ew,1,0.174322,1030,1,0,gemm
